name,position,minutes,points,date
Ja Morant,G,36,33,2021-04-23
Kyle Anderson,F-G,25,14,2021-04-23
Grayson Allen,G,22,2,2021-04-23
Dillon Brooks,G-F,34,25,2021-04-23
Jaren Jackson,F-C,24,23,2021-04-23
D. Melton,G,23,10,2021-04-23
Brandon Clarke,F-G,22,6,2021-04-23
Justise Winslow,F-G,13,5,2021-04-23
Desmond Bane,G,13,0,2021-04-23
J. Valanciunas,C,0,0,2021-04-23
Sean McDermott,F,0,0,2021-04-23
Tyus Jones,G,0,0,2021-04-23
Jontay Porter,C-F,0,0,2021-04-23
John Konchar,G,0,0,2021-04-23
Killian Tillie,F-C,0,0,2021-04-23
Tim Frazier,G,0,0,2021-04-23
Jusuf Nurkic,C,29,26,2021-04-23
CJ McCollum,G,38,22,2021-04-23
R. Covington,F,39,7,2021-04-23
Damian Lillard,G,37,27,2021-04-23
Norman Powell,G,36,13,2021-04-23
Carmelo Anthony,F,19,13,2021-04-23
Enes Kanter,C,18,12,2021-04-23
Derrick Jones,F,13,6,2021-04-23
Anfernee Simons,G,8,2,2021-04-23
Keljin Blevins,G,0,0,2021-04-23
T.J. Leaf,F,0,0,2021-04-23
Zach Collins,F-C,0,0,2021-04-23
Harry Giles,F-C,0,0,2021-04-23
Nassir Little,F-G,0,0,2021-04-23
CJ Elleby,F-G,0,0,2021-04-23
R. Hollis-Jefferson,F,0,0,2021-04-23
Nikola Jokic,C,33,19,2021-04-23
Will Barton,G,0,0,2021-04-23
F. Campazzo,G,31,7,2021-04-23
Aaron Gordon,F,27,17,2021-04-23
Michael Porter,F,36,26,2021-04-23
PJ Dozier,G-F,29,9,2021-04-23
Austin Rivers,G,22,6,2021-04-23
S. Harrison,G,18,4,2021-04-23
JaMychal Green,F-C,18,3,2021-04-23
Paul Millsap,F,12,3,2021-04-23
Bol Bol,C-F,2,0,2021-04-23
Markus Howard,G,2,3,2021-04-23
Vlatko Cancar,F,2,0,2021-04-23
Zeke Nnaji,F-C,2,0,2021-04-23
Jamal Murray,G,0,0,2021-04-23
Monte Morris,G,0,0,2021-04-23
JaVale McGee,C-F,0,0,2021-04-23
Kevon Looney,F,27,2,2021-04-23
Andrew Wiggins,F,33,19,2021-04-23
Mychal Mulder,G,22,14,2021-04-23
Stephen Curry,G,33,32,2021-04-23
Draymond Green,F,32,2,2021-04-23
Kelly Oubre,F-G,32,23,2021-04-23
Jordan Poole,G,25,15,2021-04-23
J. Toscano-Anderson,F,25,9,2021-04-23
Alen Smailagic,F,2,0,2021-04-23
Nico Mannion,G,2,0,2021-04-23
Gary Payton II,G,2,2,2021-04-23
Kent Bazemore,G-F,0,0,2021-04-23
Damion Lee,G-F,0,0,2021-04-23
Eric Paschall,F,0,0,2021-04-23
Klay Thompson,G,0,0,2021-04-23
James Wiseman,C,0,0,2021-04-23
Khem Birch,C,32,8,2021-04-24
Pascal Siakam,F,40,26,2021-04-24
Fred VanVleet,G,40,27,2021-04-24
Kyle Lowry,G,36,4,2021-04-24
OG Anunoby,F,38,27,2021-04-24
Gary Trent,G-F,18,4,2021-04-24
Yuta Watanabe,G-F,14,3,2021-04-24
F. Gillespie,F,12,2,2021-04-24
Malachi Flynn,G,5,2,2021-04-24
Paul Watson,G,0,0,2021-04-24
Jalen Harris,G,0,0,2021-04-24
Rodney Hood,G-F,0,0,2021-04-24
Chris Boucher,F-C,0,0,2021-04-24
Aron Baynes,C-F,0,0,2021-04-24
DeAndre' Bembry,G-F,0,0,2021-04-24
Stanley Johnson,F-G,0,0,2021-04-24
Nerlens Noel,C-F,29,1,2021-04-24
RJ Barrett,F-G,38,25,2021-04-24
Elfrid Payton,G,14,4,2021-04-24
Julius Randle,F-C,39,31,2021-04-24
Reggie Bullock,G-F,37,16,2021-04-24
Derrick Rose,G,33,19,2021-04-24
I. Quickley,G,20,6,2021-04-24
Taj Gibson,F,18,9,2021-04-24
Obi Toppin,F,8,9,2021-04-24
Alec Burks,G,0,0,2021-04-24
Myles Powell,G,0,0,2021-04-24
M. Robinson,C-F,0,0,2021-04-24
Kevin Knox,F,0,0,2021-04-24
Theo Pinson,G-F,0,0,2021-04-24
Norvel Pelle,C,0,0,2021-04-24
Jared Harper,G,0,0,2021-04-24
Frank Ntilikina,G,0,0,2021-04-24
Mike Scott,F,15,3,2021-04-24
Seth Curry,G,25,13,2021-04-24
Tobias Harris,F,25,9,2021-04-24
Danny Green,G,21,5,2021-04-24
George Hill,G,16,6,2021-04-24
Shake Milton,G-F,26,15,2021-04-24
Dwight Howard,C-F,24,12,2021-04-24
M. Thybulle,G-F,23,2,2021-04-24
A. Tolliver,F,21,0,2021-04-24
Tyrese Maxey,G,21,15,2021-04-24
Rayjon Tucker,G,6,6,2021-04-24
Isaiah Joe,G,5,3,2021-04-24
Mason Jones,G,5,5,2021-04-24
Paul Reed,F,0,0,2021-04-24
Furkan Korkmaz,G-F,0,0,2021-04-24
Ben Simmons,G-F,0,0,2021-04-24
Joel Embiid,C-F,0,0,2021-04-24
Brook Lopez,C,18,5,2021-04-24
Khris Middleton,F,19,4,2021-04-24
D. DiVincenzo,G,21,11,2021-04-24
Jrue Holiday,G,27,12,2021-04-24
G. Antetokounmpo,F,23,24,2021-04-24
Pat Connaughton,G,22,11,2021-04-24
Bobby Portis,F,19,17,2021-04-24
P.J. Tucker,F,18,3,2021-04-24
Bryn Forbes,G,17,13,2021-04-24
Jeff Teague,G,15,1,2021-04-24
T. Antetokounmpo,F,10,4,2021-04-24
Jordan Nwora,F,8,13,2021-04-24
Mamadi Diakite,F,6,4,2021-04-24
Sam Merrill,G,5,8,2021-04-24
Rodions Kurucs,F,3,2,2021-04-24
Justin Jackson,F,0,0,2021-04-24
Axel Toupane,G-F,0,0,2021-04-24
Mason Plumlee,F-C,28,17,2021-04-24
Josh Jackson,G-F,27,12,2021-04-24
Cory Joseph,G,29,12,2021-04-24
Jerami Grant,F,34,25,2021-04-24
Saddiq Bey,F,26,8,2021-04-24
Wayne Ellington,G,20,9,2021-04-24
Hamidou Diallo,G,20,4,2021-04-24
Isaiah Stewart,F-C,19,13,2021-04-24
Killian Hayes,G,18,0,2021-04-24
Frank Jackson,G,14,9,2021-04-24
Dennis Smith,G,0,0,2021-04-24
Rodney McGruder,G,0,0,2021-04-24
Tyler Cook,F,0,0,2021-04-24
Saben Lee,G,0,0,2021-04-24
Jahlil Okafor,C-F,0,0,2021-04-24
Sekou Doumbouya,F,0,0,2021-04-24
D. Sirvydis,F-G,0,0,2021-04-24
JaKarr Sampson,F,21,3,2021-04-24
Edmond Sumner,G,34,22,2021-04-24
Oshae Brissett,F-G,38,11,2021-04-24
Caris LeVert,G,30,25,2021-04-24
Malcolm Brogdon,G,36,26,2021-04-24
T.J. McConnell,G,29,6,2021-04-24
Doug McDermott,F,23,18,2021-04-24
Justin Holiday,F-G,19,4,2021-04-24
Kelan Martin,F,3,0,2021-04-24
Aaron Holiday,G,2,0,2021-04-24
Goga Bitadze,C-F,0,0,2021-04-24
Jeremy Lamb,G-F,0,0,2021-04-24
D. Sabonis,F-C,0,0,2021-04-24
Myles Turner,C-F,0,0,2021-04-24
T.J. Warren,F,0,0,2021-04-24
Amida Brimah,C,0,0,2021-04-24
Cassius Stanley,G,0,0,2021-04-24
Jakob Poeltl,C,36,8,2021-04-24
Keldon Johnson,F-G,34,14,2021-04-24
DeMar DeRozan,G-F,37,32,2021-04-24
Dejounte Murray,G,35,11,2021-04-24
Derrick White,G,37,22,2021-04-24
Patty Mills,G,20,5,2021-04-24
Lonnie Walker,G-F,14,4,2021-04-24
Drew Eubanks,F-C,11,8,2021-04-24
Luka Samanic,F,5,3,2021-04-24
Devin Vassell,G-F,5,3,2021-04-24
K. Bates-Diop,F,2,0,2021-04-24
Rudy Gay,F-G,0,0,2021-04-24
Trey Lyles,F,0,0,2021-04-24
Q. Weatherspoon,G,0,0,2021-04-24
Tre Jones,G,0,0,2021-04-24
Gorgui Dieng,C,0,0,2021-04-24
Steven Adams,C,31,4,2021-04-24
Zion Williamson,F,38,33,2021-04-24
Brandon Ingram,F,34,24,2021-04-24
Eric Bledsoe,G,22,6,2021-04-24
Lonzo Ball,G,34,24,2021-04-24
Naji Marshall,F,32,6,2021-04-24
Kira Lewis,G,16,5,2021-04-24
Jaxson Hayes,C-F,13,6,2021-04-24
Wes Iwundu,F,10,0,2021-04-24
W. Hernangomez,C-F,4,0,2021-04-24
James Johnson,F,0,0,2021-04-24
Josh Hart,G,0,0,2021-04-24
N. Alexander-Walker,G,0,0,2021-04-24
James Nunnally,F,0,0,2021-04-24
Wenyen Gabriel,F,0,0,2021-04-24
Nikola Vucevic,C,38,26,2021-04-24
Garrett Temple,G-F,32,2,2021-04-24
Daniel Theis,F-C,25,9,2021-04-24
Coby White,G,37,31,2021-04-24
P. Williams,F,21,4,2021-04-24
Thaddeus Young,F,21,6,2021-04-24
Lauri Markkanen,F-C,20,9,2021-04-24
D. Valentine,G,18,9,2021-04-24
T. Satoransky,G,13,2,2021-04-24
R. Arcidiacono,G,9,3,2021-04-24
Zach LaVine,G-F,0,0,2021-04-24
Troy Brown,G-F,0,0,2021-04-24
Al-Farouq Aminu,F,0,0,2021-04-24
Devon Dotson,G,0,0,2021-04-24
Javonte Green,G-F,0,0,2021-04-24
Adam Mokoka,G,0,0,2021-04-24
C. Felicio,F-C,0,0,2021-04-24
Bam Adebayo,C-F,35,20,2021-04-24
Trevor Ariza,F,29,4,2021-04-24
Kendrick Nunn,G,35,22,2021-04-24
Duncan Robinson,F,37,23,2021-04-24
Jimmy Butler,F,35,20,2021-04-24
Gabe Vincent,G,23,2,2021-04-24
Andre Iguodala,F-G,18,6,2021-04-24
Dewayne Dedmon,C,12,4,2021-04-24
Max Strus,G-F,11,5,2021-04-24
Victor Oladipo,G,0,0,2021-04-24
Tyler Herro,G,0,0,2021-04-24
Goran Dragic,G,0,0,2021-04-24
Nemanja Bjelica,F,0,0,2021-04-24
P. Achiuwa,F,0,0,2021-04-24
KZ Okpala,F-G,0,0,2021-04-24
Udonis Haslem,F,0,0,2021-04-24
Andre Drummond,C,29,6,2021-04-24
Kyle Kuzma,F,30,14,2021-04-24
Anthony Davis,F-C,28,17,2021-04-24
Dennis Schroder,G,36,16,2021-04-24
Ben McLemore,G,29,20,2021-04-24
Alex Caruso,G,23,7,2021-04-24
Markieff Morris,F,19,4,2021-04-24
Marc Gasol,C,18,1,2021-04-24
T. Horton-Tucker,G,17,6,2021-04-24
Wesley Matthews,G,6,2,2021-04-24
K. Antetokounmpo,F,0,0,2021-04-24
Jared Dudley,F,0,0,2021-04-24
K. Caldwell-Pope,G,0,0,2021-04-24
LeBron James,F,0,0,2021-04-24
A. McKinnie,F,0,0,2021-04-24
M. Harrell,F-C,0,0,2021-04-24
Devontae Cacok,F,0,0,2021-04-24
Dwight Powell,F-C,28,25,2021-04-24
Maxi Kleber,F,33,9,2021-04-24
Tim Hardaway,G-F,29,8,2021-04-24
Luka Doncic,F-G,38,18,2021-04-24
D. Finney-Smith,F,32,21,2021-04-24
Jalen Brunson,G,23,5,2021-04-24
JJ Redick,G,19,8,2021-04-24
W. Cauley-Stein,C,19,8,2021-04-24
Nicolo Melli,F,14,6,2021-04-24
Josh Richardson,G,0,0,2021-04-24
K. Porzingis,F-C,0,0,2021-04-24
Tyrell Terry,G,0,0,2021-04-24
B. Marjanovic,C,0,0,2021-04-24
Tyler Bey,F,0,0,2021-04-24
Trey Burke,G,0,0,2021-04-24
Josh Green,G,0,0,2021-04-24
Nate Hinton,G-F,0,0,2021-04-24
K. Towns,C-F,37,24,2021-04-24
Ricky Rubio,G,20,2,2021-04-24
Jaden McDaniels,F,33,6,2021-04-24
Anthony Edwards,G,36,23,2021-04-24
Josh Okogie,G,31,8,2021-04-24
D. Russell,G,30,23,2021-04-24
J. Hernangomez,F,19,4,2021-04-24
Naz Reid,C-F,13,4,2021-04-24
J. Vanderbilt,F,13,5,2021-04-24
J. McLaughlin,G,4,2,2021-04-24
Malik Beasley,G,0,0,2021-04-24
Jaylen Nowell,G,0,0,2021-04-24
Jarrett Culver,G-F,0,0,2021-04-24
Ed Davis,C-F,0,0,2021-04-24
Jake Layman,F,0,0,2021-04-24
Rudy Gobert,C,36,9,2021-04-24
Joe Ingles,F-G,37,3,2021-04-24
Royce O'Neale,F,33,8,2021-04-24
Mike Conley,G,30,18,2021-04-24
B. Bogdanovic,F,36,30,2021-04-24
Jordan Clarkson,G,28,15,2021-04-24
Georges Niang,F,14,8,2021-04-24
Derrick Favors,F,11,2,2021-04-24
Miye Oni,G-F,11,3,2021-04-24
Udoka Azubuike,C-F,0,0,2021-04-24
D. Mitchell,G,0,0,2021-04-24
Juwan Morgan,F,0,0,2021-04-24
Trent Forrest,G,0,0,2021-04-24
Matt Thomas,G,0,0,2021-04-24
Ersan Ilyasova,F,0,0,2021-04-24
J. Brantley,F,0,0,2021-04-24
Elijah Hughes,G,0,0,2021-04-24
Kelly Olynyk,F-C,34,21,2021-04-24
D.J. Wilson,F,39,25,2021-04-24
Armoni Brooks,G,42,12,2021-04-24
Jae'Sean Tate,F,21,14,2021-04-24
Kenyon Martin,F,41,18,2021-04-24
Anthony Lamb,F,30,21,2021-04-24
DaQuan Jeffries,G-F,29,5,2021-04-24
Kevin Porter,G-F,0,0,2021-04-24
David Nwaba,G-F,0,0,2021-04-24
Dante Exum,G,0,0,2021-04-24
John Wall,G,0,0,2021-04-24
Avery Bradley,G,0,0,2021-04-24
Christian Wood,F,0,0,2021-04-24
D.J. Augustin,G,0,0,2021-04-24
Sterling Brown,G-F,0,0,2021-04-24
Eric Gordon,G,0,0,2021-04-24
Danuel House,F-G,0,0,2021-04-24
Nikola Jokic,C,29,24,2021-04-24
F. Campazzo,G,33,5,2021-04-24
Aaron Gordon,F,19,7,2021-04-24
PJ Dozier,G-F,27,23,2021-04-24
Michael Porter,F,35,39,2021-04-24
Austin Rivers,G,29,9,2021-04-24
JaMychal Green,F-C,20,10,2021-04-24
JaVale McGee,C-F,15,6,2021-04-24
S. Harrison,G,14,2,2021-04-24
Zeke Nnaji,F-C,3,0,2021-04-24
Markus Howard,G,3,2,2021-04-24
Vlatko Cancar,F,3,0,2021-04-24
Bol Bol,C-F,3,2,2021-04-24
Monte Morris,G,0,0,2021-04-24
Will Barton,G,0,0,2021-04-24
Jamal Murray,G,0,0,2021-04-24
Paul Millsap,F,0,0,2021-04-24
JaKarr Sampson,F,27,11,2021-04-25
Malcolm Brogdon,G,29,24,2021-04-25
Caris LeVert,G,29,18,2021-04-25
Oshae Brissett,F-G,30,13,2021-04-25
Edmond Sumner,G,36,21,2021-04-25
Justin Holiday,F-G,27,20,2021-04-25
Doug McDermott,F,20,16,2021-04-25
T.J. McConnell,G,20,2,2021-04-25
Kelan Martin,F,7,4,2021-04-25
Amida Brimah,C,5,0,2021-04-25
Cassius Stanley,G,3,2,2021-04-25
Aaron Holiday,G,2,0,2021-04-25
D. Sabonis,F-C,0,0,2021-04-25
Jeremy Lamb,G-F,0,0,2021-04-25
T.J. Warren,F,0,0,2021-04-25
Goga Bitadze,C-F,0,0,2021-04-25
Myles Turner,C-F,0,0,2021-04-25
Wendell Carter,C-F,20,10,2021-04-25
Gary Harris,G,32,6,2021-04-25
Cole Anthony,G,29,14,2021-04-25
Chuma Okeke,F,29,12,2021-04-25
Dwayne Bacon,G-F,31,20,2021-04-25
R.J. Hampton,G,28,14,2021-04-25
Mo Bamba,C,24,17,2021-04-25
Chasson Randle,G,21,4,2021-04-25
Robert Franks,F,18,11,2021-04-25
Donta Hall,F,2,4,2021-04-25
Devin Cannady,G,0,0,2021-04-25
Terrence Ross,G-F,0,0,2021-04-25
Markelle Fultz,G,0,0,2021-04-25
Otto Porter,F,0,0,2021-04-25
James Ennis,F,0,0,2021-04-25
Jonathan Isaac,F,0,0,2021-04-25
M. Carter-Williams,G,0,0,2021-04-25
Richaun Holmes,F,22,11,2021-04-25
Harrison Barnes,F,40,23,2021-04-25
Buddy Hield,G,36,25,2021-04-25
T. Haliburton,G,37,24,2021-04-25
M. Harkless,F-G,31,7,2021-04-25
Delon Wright,G,27,7,2021-04-25
Chimezie Metu,F-C,17,7,2021-04-25
Terence Davis,G,15,6,2021-04-25
Damian Jones,C,8,0,2021-04-25
Kyle Guy,G,3,3,2021-04-25
De'Aaron Fox,G,0,0,2021-04-25
Robert Woodard,F,0,0,2021-04-25
Marvin Bagley,F,0,0,2021-04-25
Chris Silva,F,0,0,2021-04-25
H. Whiteside,C,0,0,2021-04-25
Jahmi'us Ramsey,G,0,0,2021-04-25
Justin James,G-F,0,0,2021-04-25
Kevon Looney,F,25,8,2021-04-25
Draymond Green,F,36,8,2021-04-25
Stephen Curry,G,37,37,2021-04-25
Mychal Mulder,G,14,11,2021-04-25
Andrew Wiggins,F,37,13,2021-04-25
Kelly Oubre,F-G,31,19,2021-04-25
J. Toscano-Anderson,F,31,10,2021-04-25
Jordan Poole,G,20,4,2021-04-25
Gary Payton II,G,5,7,2021-04-25
Kent Bazemore,G-F,0,0,2021-04-25
Damion Lee,G-F,0,0,2021-04-25
James Wiseman,C,0,0,2021-04-25
Eric Paschall,F,0,0,2021-04-25
Klay Thompson,G,0,0,2021-04-25
Nico Mannion,G,0,0,2021-04-25
Alen Smailagic,F,0,0,2021-04-25
T. Thompson,C-F,25,5,2021-04-25
Marcus Smart,G,30,17,2021-04-25
Kemba Walker,G,29,20,2021-04-25
Jayson Tatum,F-G,32,19,2021-04-25
Jaylen Brown,G-F,34,20,2021-04-25
Evan Fournier,G-F,19,0,2021-04-25
Grant Williams,F,18,9,2021-04-25
P. Pritchard,G,15,2,2021-04-25
Jabari Parker,F,11,4,2021-04-25
Aaron Nesmith,G-F,8,5,2021-04-25
Luke Kornet,F-C,3,0,2021-04-25
Carsen Edwards,G,3,0,2021-04-25
Tremont Waters,G,3,0,2021-04-25
Romeo Langford,G-F,3,3,2021-04-25
Tacko Fall,C,0,0,2021-04-25
Robert Williams,C-F,0,0,2021-04-25
Semi Ojeleye,F,0,0,2021-04-25
P.J. Washington,F,38,22,2021-04-25
Cody Martin,F,31,13,2021-04-25
Miles Bridges,F,33,20,2021-04-25
Terry Rozier,G,32,21,2021-04-25
Devonte' Graham,G,31,24,2021-04-25
Brad Wanamaker,G,24,12,2021-04-25
Bismack Biyombo,C,21,4,2021-04-25
Jalen McDaniels,F-C,19,4,2021-04-25
Nick Richards,C,1,0,2021-04-25
Caleb Martin,F,1,0,2021-04-25
Vernon Carey,F-C,1,0,2021-04-25
Grant Riller,G,1,5,2021-04-25
LaMelo Ball,G,0,0,2021-04-25
Gordon Hayward,F,0,0,2021-04-25
Malik Monk,G,0,0,2021-04-25
Nate Darling,G,0,0,2021-04-25
Cody Zeller,F-C,0,0,2021-04-25
Deandre Ayton,C,32,20,2021-04-25
Chris Paul,G,33,14,2021-04-25
Cameron Johnson,F,33,9,2021-04-25
Mikal Bridges,F,34,7,2021-04-25
Devin Booker,G,37,36,2021-04-25
Torrey Craig,F,31,20,2021-04-25
Cameron Payne,G,14,5,2021-04-25
Frank Kaminsky,F-C,10,5,2021-04-25
Jevon Carter,G,10,3,2021-04-25
Jalen Smith,F-C,1,0,2021-04-25
L. Galloway,G,0,0,2021-04-25
Dario Saric,F-C,0,0,2021-04-25
Jae Crowder,F,0,0,2021-04-25
Abdel Nader,F,0,0,2021-04-25
E'Twaun Moore,G,0,0,2021-04-25
T. Alexander,G,0,0,2021-04-25
DeAndre Jordan,C,21,6,2021-04-25
Joe Harris,G-F,33,10,2021-04-25
Kyrie Irving,G,35,34,2021-04-25
Jeff Green,F,33,10,2021-04-25
Landry Shamet,G,28,5,2021-04-25
Kevin Durant,F,28,33,2021-04-25
Blake Griffin,F,26,16,2021-04-25
Tyler Johnson,G,15,8,2021-04-25
Bruce Brown,G-F,10,4,2021-04-25
Mike James,G,6,2,2021-04-25
Alize Johnson,F,0,0,2021-04-25
Nicolas Claxton,F-C,0,0,2021-04-25
James Harden,G,0,0,2021-04-25
S. Dinwiddie,G,0,0,2021-04-25
Chris Chiozza,G,0,0,2021-04-25
Reggie Perry,F-C,0,0,2021-04-25
T. Luwawu-Cabarrot,G-F,0,0,2021-04-25
J. Valanciunas,C,30,21,2021-04-25
Ja Morant,G,30,28,2021-04-25
Kyle Anderson,F-G,25,16,2021-04-25
Grayson Allen,G,26,9,2021-04-25
Dillon Brooks,G-F,30,18,2021-04-25
Brandon Clarke,F-G,22,10,2021-04-25
D. Melton,G,21,8,2021-04-25
Xavier Tillman,F,17,2,2021-04-25
Desmond Bane,G,17,2,2021-04-25
Justise Winslow,F-G,17,6,2021-04-25
Jaren Jackson,F-C,0,0,2021-04-25
Killian Tillie,F-C,0,0,2021-04-25
John Konchar,G,0,0,2021-04-25
Sean McDermott,F,0,0,2021-04-25
Jontay Porter,C-F,0,0,2021-04-25
Tyus Jones,G,0,0,2021-04-25
Tim Frazier,G,0,0,2021-04-25
Jusuf Nurkic,C,29,16,2021-04-25
CJ McCollum,G,37,27,2021-04-25
Damian Lillard,G,36,23,2021-04-25
Norman Powell,G,34,17,2021-04-25
R. Covington,F,37,2,2021-04-25
Carmelo Anthony,F,19,12,2021-04-25
Enes Kanter,C,14,7,2021-04-25
Anfernee Simons,G,12,8,2021-04-25
Nassir Little,F-G,8,0,2021-04-25
R. Hollis-Jefferson,F,5,1,2021-04-25
Derrick Jones,F,4,0,2021-04-25
T.J. Leaf,F,0,0,2021-04-25
Zach Collins,F-C,0,0,2021-04-25
Keljin Blevins,G,0,0,2021-04-25
Harry Giles,F-C,0,0,2021-04-25
CJ Elleby,F-G,0,0,2021-04-25
Jarrett Allen,C,34,27,2021-04-25
Darius Garland,G,39,28,2021-04-25
Kevin Love,F-C,27,12,2021-04-25
Cedi Osman,F,37,19,2021-04-25
Isaac Okoro,F-G,27,10,2021-04-25
Larry Nance,F-C,22,5,2021-04-25
M. Dellavedova,G,17,5,2021-04-25
I. Hartenstein,C-F,13,4,2021-04-25
Lamar Stevens,F,8,0,2021-04-25
Dean Wade,F-C,6,0,2021-04-25
Brodric Thomas,G,5,0,2021-04-25
Dylan Windler,G-F,0,0,2021-04-25
Collin Sexton,G,0,0,2021-04-25
Taurean Prince,F,0,0,2021-04-25
Damyean Dotson,G,0,0,2021-04-25
M. Kabengele,F-C,0,0,2021-04-25
Alex Len,C,10,2,2021-04-25
Anthony Gill,F,13,5,2021-04-25
Raul Neto,G,28,14,2021-04-25
R. Westbrook,G,35,14,2021-04-25
Bradley Beal,G,38,33,2021-04-25
Davis Bertans,F,34,9,2021-04-25
Daniel Gafford,F-C,26,12,2021-04-25
G. Mathews,G,22,8,2021-04-25
Ish Smith,G,18,8,2021-04-25
Robin Lopez,C,10,14,2021-04-25
Deni Avdija,F,0,0,2021-04-25
Thomas Bryant,C-F,0,0,2021-04-25
Rui Hachimura,F,0,0,2021-04-25
C. Hutchison,F-G,0,0,2021-04-25
Cassius Winston,G,0,0,2021-04-25
Isaac Bonga,G,0,0,2021-04-25
Brook Lopez,C,28,11,2021-04-25
Jrue Holiday,G,34,19,2021-04-25
D. DiVincenzo,G,30,5,2021-04-25
G. Antetokounmpo,F,35,31,2021-04-25
Khris Middleton,F,33,23,2021-04-25
Pat Connaughton,G,23,5,2021-04-25
Bobby Portis,F,22,10,2021-04-25
Bryn Forbes,G,14,0,2021-04-25
Jeff Teague,G,12,0,2021-04-25
T. Antetokounmpo,F,4,0,2021-04-25
P.J. Tucker,F,0,0,2021-04-25
Rodions Kurucs,F,0,0,2021-04-25
Mamadi Diakite,F,0,0,2021-04-25
Axel Toupane,G-F,0,0,2021-04-25
Sam Merrill,G,0,0,2021-04-25
Justin Jackson,F,0,0,2021-04-25
Jordan Nwora,F,0,0,2021-04-25
Clint Capela,C,34,6,2021-04-25
Solomon Hill,F,33,2,2021-04-25
John Collins,F-C,31,18,2021-04-25
Kevin Huerter,G-F,29,20,2021-04-25
B. Bogdanovic,G,36,32,2021-04-25
Lou Williams,G,25,15,2021-04-25
D. Gallinari,F,20,15,2021-04-25
Brandon Goodwin,G,18,3,2021-04-25
Onyeka Okongwu,F-C,9,0,2021-04-25
Cam Reddish,F-G,0,0,2021-04-25
De'Andre Hunter,F-G,0,0,2021-04-25
Trae Young,G,0,0,2021-04-25
Tony Snell,G,0,0,2021-04-25
Kris Dunn,G,0,0,2021-04-25
Bruno Fernando,F-C,0,0,2021-04-25
Skylar Mays,G,0,0,2021-04-25
Nathan Knight,F-C,0,0,2021-04-25
Clint Capela,C,28,12,2021-04-26
Brandon Goodwin,G,27,6,2021-04-26
Kevin Huerter,G-F,27,15,2021-04-26
John Collins,F-C,27,14,2021-04-26
B. Bogdanovic,G,35,17,2021-04-26
Solomon Hill,F,29,0,2021-04-26
D. Gallinari,F,23,12,2021-04-26
Kris Dunn,G,13,0,2021-04-26
Onyeka Okongwu,F-C,13,6,2021-04-26
Skylar Mays,G,6,0,2021-04-26
Nathan Knight,F-C,3,4,2021-04-26
Bruno Fernando,F-C,3,0,2021-04-26
Lou Williams,G,0,0,2021-04-26
De'Andre Hunter,F-G,0,0,2021-04-26
Tony Snell,G,0,0,2021-04-26
Trae Young,G,0,0,2021-04-26
Cam Reddish,F-G,0,0,2021-04-26
Mason Plumlee,F-C,20,10,2021-04-26
Cory Joseph,G,22,15,2021-04-26
Saddiq Bey,F,23,11,2021-04-26
Wayne Ellington,G,22,2,2021-04-26
Jerami Grant,F,27,18,2021-04-26
Isaiah Stewart,F-C,27,4,2021-04-26
Frank Jackson,G,25,18,2021-04-26
Killian Hayes,G,23,2,2021-04-26
Hamidou Diallo,G,21,14,2021-04-26
Sekou Doumbouya,F,17,4,2021-04-26
Tyler Cook,F,2,2,2021-04-26
