id,player_id,name,position,date,team,venue,opponent,outcome,goals,assists,shots,ice_time
606,kapanka01,Kasperi Kapanen,RW,2019-02-06,TOR,Home,OTT,W,0,1,0,15.0
607,bergepa01,Patrice Bergeron,C,2019-02-06,BOS,Away,NYR,L-SO,1,0,6,19.0
608,dermotr01,Travis Dermott,D,2019-02-06,TOR,Home,OTT,W,0,0,1,16.0
609,nylanwi01,William Nylander,C,2019-02-06,TOR,Home,OTT,W,0,0,1,13.0
610,hymanza01,Zach Hyman,C,2019-02-06,TOR,Home,OTT,W,1,1,4,19.0
611,ovechal01,Alex Ovechkin,LW,2019-02-07,WSH,Home,COL,W,0,2,7,25.0
612,burnsbr01,Brent Burns,D/RW,2019-02-07,SJS,Away,CGY,W,1,2,3,24.0
613,mcdavco01,Connor McDavid,C,2019-02-07,EDM,Away,MIN,W,0,2,1,23.0
614,crosbsi01,Sidney Crosby,C,2019-02-07,PIT,Away,FLA,L-OT,0,0,2,21.0
615,ovechal01,Alex Ovechkin,LW,2019-02-09,WSH,Home,FLA,L-OT,0,1,2,19.0
616,matthau01,Auston Matthews,C,2019-02-09,TOR,Away,MTL,W,0,0,3,16.0
617,burnsbr01,Brent Burns,D/RW,2019-02-09,SJS,Away,EDM,W,0,0,6,27.0
618,mcdavco01,Connor McDavid,C,2019-02-09,EDM,Home,SJS,L,0,1,1,20.0
619,muzzija01,Jake Muzzin,D,2019-02-09,TOR,Away,MTL,W,0,0,2,22.0
620,tavarjo01,John Tavares,C,2019-02-09,TOR,Away,MTL,W,1,1,1,19.0
621,kapanka01,Kasperi Kapanen,RW,2019-02-09,TOR,Away,MTL,W,0,0,7,14.0
622,bergepa01,Patrice Bergeron,C,2019-02-09,BOS,Home,LAK,W,1,2,7,21.0
623,crosbsi01,Sidney Crosby,C,2019-02-09,PIT,Away,TBL,L,0,1,4,22.0
624,dermotr01,Travis Dermott,D,2019-02-09,TOR,Away,MTL,W,0,0,2,12.0
625,nylanwi01,William Nylander,C,2019-02-09,TOR,Away,MTL,W,1,0,1,13.0
626,hymanza01,Zach Hyman,C,2019-02-09,TOR,Away,MTL,W,0,1,3,17.0
627,matthau01,Auston Matthews,C,2019-02-10,TOR,Away,NYR,L,0,0,5,22.0
628,muzzija01,Jake Muzzin,D,2019-02-10,TOR,Away,NYR,L,0,0,1,18.0
629,tavarjo01,John Tavares,C,2019-02-10,TOR,Away,NYR,L,0,0,8,19.0
630,kapanka01,Kasperi Kapanen,RW,2019-02-10,TOR,Away,NYR,L,1,0,2,16.0
631,bergepa01,Patrice Bergeron,C,2019-02-10,BOS,Home,COL,W,0,1,2,21.0
632,dermotr01,Travis Dermott,D,2019-02-10,TOR,Away,NYR,L,0,0,3,16.0
633,nylanwi01,William Nylander,C,2019-02-10,TOR,Away,NYR,L,0,0,3,15.0
634,hymanza01,Zach Hyman,C,2019-02-10,TOR,Away,NYR,L,0,0,3,13.0
635,ovechal01,Alex Ovechkin,LW,2019-02-11,WSH,Home,LAK,W,1,2,8,16.0
636,burnsbr01,Brent Burns,D/RW,2019-02-11,SJS,Away,VAN,W,0,2,2,21.0
637,crosbsi01,Sidney Crosby,C,2019-02-11,PIT,Away,PHI,W,1,2,3,20.0
638,ovechal01,Alex Ovechkin,LW,2019-02-12,WSH,Away,CBJ,L,0,0,2,21.0
639,matthau01,Auston Matthews,C,2019-02-12,TOR,Away,COL,W,1,2,4,18.0
640,muzzija01,Jake Muzzin,D,2019-02-12,TOR,Away,COL,W,0,0,2,18.0
641,tavarjo01,John Tavares,C,2019-02-12,TOR,Away,COL,W,0,2,2,18.0
642,kapanka01,Kasperi Kapanen,RW,2019-02-12,TOR,Away,COL,W,2,0,4,15.0
643,bergepa01,Patrice Bergeron,C,2019-02-12,BOS,Home,CHI,W,0,2,3,18.0
644,dermotr01,Travis Dermott,D,2019-02-12,TOR,Away,COL,W,0,0,0,16.0
645,nylanwi01,William Nylander,C,2019-02-12,TOR,Away,COL,W,0,1,5,13.0
646,hymanza01,Zach Hyman,C,2019-02-12,TOR,Away,COL,W,0,0,0,16.0
647,mcdavco01,Connor McDavid,C,2019-02-13,EDM,Away,PIT,L,0,1,4,25.0
648,crosbsi01,Sidney Crosby,C,2019-02-13,PIT,Home,EDM,W,0,1,2,20.0
649,ovechal01,Alex Ovechkin,LW,2019-02-14,WSH,Away,SJS,W,1,1,4,18.0
650,matthau01,Auston Matthews,C,2019-02-14,TOR,Away,VEG,W,2,1,6,18.0
651,burnsbr01,Brent Burns,D/RW,2019-02-14,SJS,Home,WSH,L,0,0,6,25.0
652,muzzija01,Jake Muzzin,D,2019-02-14,TOR,Away,VEG,W,0,1,3,17.0
653,tavarjo01,John Tavares,C,2019-02-14,TOR,Away,VEG,W,0,1,3,19.0
654,kapanka01,Kasperi Kapanen,RW,2019-02-14,TOR,Away,VEG,W,0,2,3,20.0
655,dermotr01,Travis Dermott,D,2019-02-14,TOR,Away,VEG,W,0,0,3,14.0
656,nylanwi01,William Nylander,C,2019-02-14,TOR,Away,VEG,W,0,1,4,15.0
657,hymanza01,Zach Hyman,C,2019-02-14,TOR,Away,VEG,W,0,0,1,17.0
